stage,match_date,team_a,team_b,team_a_score,team_b_score,competition,id
Qualy,2018-09-10,La Mariana , La Dolfina Brava II,0,0,1,1
Qualy,2018-09-11,Las Monjitas , La Dolfina Brava II,0,0,1,2
Qualy,2018-09-11,Pilará EN , La Cañada Angiocor – Daily Racing Form,0,0,1,3
Qualy,2018-09-12,La Ensenada , La Dolfina Valiente,0,0,1,4
Qualy,2018-09-12,Chapaleufú , La Dolfina Brava I,0,0,1,5
Qualy,2018-09-15,Chapaleufú , La Dolfina Brava I,0,0,1,6
Qualy,2018-09-16,Chapaleufú , La Dolfina Brava I,0,0,1,7
Qualy,2018-09-22,Chapaleufú , La Dolfina Brava I,0,0,1,8
Quarterfinals,2018-09-10,La Mariana , La Dolfina Brava II,0,0,1,9
Quarterfinals,2018-09-11,Las Monjitas , La Dolfina Brava II,0,0,1,10
Quarterfinals,2018-09-11,Pilará EN , La Cañada Angiocor – Daily Racing Form,0,0,1,11
Quarterfinals,2018-09-12,La Ensenada , La Dolfina Valiente,0,0,1,12
Quarterfinals,2018-09-12,Chapaleufú , La Dolfina Brava I,0,0,1,13
Quarterfinals,2018-09-15,Chapaleufú , La Dolfina Brava I,0,0,1,14
Quarterfinals,2018-09-16,Chapaleufú , La Dolfina Brava I,0,0,1,15
Quarterfinals,2018-09-22,Chapaleufú , La Dolfina Brava I,0,0,1,16
Semifinals,2018-09-10,La Mariana , La Dolfina Brava II,0,0,1,17
Semifinals,2018-09-11,Las Monjitas , La Dolfina Brava II,0,0,1,18
Semifinals,2018-09-11,Pilará EN , La Cañada Angiocor – Daily Racing Form,0,0,1,19
Semifinals,2018-09-12,La Ensenada , La Dolfina Valiente,0,0,1,20
Semifinals,2018-09-12,Chapaleufú , La Dolfina Brava I,0,0,1,21
Semifinals,2018-09-15,Chapaleufú , La Dolfina Brava I,0,0,1,22
Semifinals,2018-09-16,Chapaleufú , La Dolfina Brava I,0,0,1,23
Semifinals,2018-09-22,Chapaleufú , La Dolfina Brava I,0,0,1,24
Final,2018-09-10,La Mariana , La Dolfina Brava II,0,0,1,25
Final,2018-09-11,Las Monjitas , La Dolfina Brava II,0,0,1,26
Final,2018-09-11,Pilará EN , La Cañada Angiocor – Daily Racing Form,0,0,1,27
Final,2018-09-12,La Ensenada , La Dolfina Valiente,0,0,1,28
Final,2018-09-12,Chapaleufú , La Dolfina Brava I,0,0,1,29
Final,2018-09-15,Chapaleufú , La Dolfina Brava I,0,0,1,30
Final,2018-09-16,Chapaleufú , La Dolfina Brava I,0,0,1,31
Final,2018-09-22,Chapaleufú , La Dolfina Brava I,0,0,1,32
Qualy ,2018-08-31,F Polo Team , Los Nocheros 20 Twenty,0,0,2,33
Qualy ,2018-09-01,Saint-Tropez Polo Team , Los Nocheros 20 Twenty,0,0,2,34
Qualy ,2018-09-01,F Polo Team , Evviva St Moritz/Sezz,0,0,2,35
Qualy ,2018-09-02,Evviva St Moritz/Sezz , Saint-Tropez Polo Team,0,0,2,36
Qualy ,2018-09-06,Saint-Tropez Polo Team , F Polo Team,0,0,2,37
Qualy ,2018-09-06,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,38
Qualy ,2018-09-08,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,39
Qualy ,2018-09-08,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,40
Qualy ,2018-09-09,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,41
Qualy ,2018-09-09,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,42
Semifinals,2018-08-31,F Polo Team , Los Nocheros 20 Twenty,0,0,2,43
Semifinals,2018-09-01,Saint-Tropez Polo Team , Los Nocheros 20 Twenty,0,0,2,44
Semifinals,2018-09-01,F Polo Team , Evviva St Moritz/Sezz,0,0,2,45
Semifinals,2018-09-02,Evviva St Moritz/Sezz , Saint-Tropez Polo Team,0,0,2,46
Semifinals,2018-09-06,Saint-Tropez Polo Team , F Polo Team,0,0,2,47
Semifinals,2018-09-06,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,48
Semifinals,2018-09-08,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,49
Semifinals,2018-09-08,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,50
Semifinals,2018-09-09,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,51
Semifinals,2018-09-09,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,52
Final,2018-08-31,F Polo Team , Los Nocheros 20 Twenty,0,0,2,53
Final,2018-09-01,Saint-Tropez Polo Team , Los Nocheros 20 Twenty,0,0,2,54
Final,2018-09-01,F Polo Team , Evviva St Moritz/Sezz,0,0,2,55
Final,2018-09-02,Evviva St Moritz/Sezz , Saint-Tropez Polo Team,0,0,2,56
Final,2018-09-06,Saint-Tropez Polo Team , F Polo Team,0,0,2,57
Final,2018-09-06,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,58
Final,2018-09-08,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,59
Final,2018-09-08,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,60
Final,2018-09-09,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,61
Final,2018-09-09,Los Nocheros 20 Twenty , Evviva St Moritz/Sezz,0,0,2,62
Qualy,2018-09-01,In The Wings , Land Rover,0,0,3,63
Qualy,2018-09-05,In The Wings , Barralina,0,0,3,64
Qualy,2018-09-06,Kazak , Land Rover,0,0,3,65
Qualy,2018-09-07,Sainte Mesme , Barralina,0,0,3,66
Qualy,2018-09-09,Kazak , Sainte Mesme,0,0,3,67
Qualy,2018-09-09,Barralina , Land Rover,0,0,3,68
Qualy,2018-09-11,Kazak , Barralina,0,0,3,69
Qualy,2018-09-12,In The Wings , Sainte Mesme,0,0,3,70
Qualy,2018-09-14,Sainte Mesme , Land Rover,0,0,3,71
Qualy,2018-09-14,In The Wings , Kazak,0,0,3,72
Qualy,2018-09-16,In The Wings , Kazak,0,0,3,73
Qualy,2018-09-16,In The Wings , Kazak,0,0,3,74
Final,2018-09-01,In The Wings , Land Rover,0,0,3,75
Final,2018-09-05,In The Wings , Barralina,0,0,3,76
Final,2018-09-06,Kazak , Land Rover,0,0,3,77
Final,2018-09-07,Sainte Mesme , Barralina,0,0,3,78
Final,2018-09-09,Kazak , Sainte Mesme,0,0,3,79
Final,2018-09-09,Barralina , Land Rover,0,0,3,80
Final,2018-09-11,Kazak , Barralina,0,0,3,81
Final,2018-09-12,In The Wings , Sainte Mesme,0,0,3,82
Final,2018-09-14,Sainte Mesme , Land Rover,0,0,3,83
Final,2018-09-14,In The Wings , Kazak,0,0,3,84
Final,2018-09-16,In The Wings , Kazak,0,0,3,85
Final,2018-09-16,In The Wings , Kazak,0,0,3,86
Qualy,2018-08-26,Iconica , Postage Stamp Farm,9 , 8,4,87
Qualy,2018-08-27,Audi , Work To Ride,12 , 8,4,88
Qualy,2018-08-30,Work To Ride , Postage Stamp Farm,0,0,4,89
Qualy,2018-08-30,Audi , Iconica,0,0,4,90
Qualy,2018-09-02,Work To Ride , Iconica,0,0,4,91
Qualy,2018-09-02,Postage Stamp Farm , Audi,0,0,4,92
Qualy,2018-09-05,Postage Stamp Farm , Audi,0,0,4,93
Qualy,2018-09-05,Postage Stamp Farm , Audi,0,0,4,94
Qualy,2018-09-09,Postage Stamp Farm , Audi,0,0,4,95
Qualy,2018-09-09,Postage Stamp Farm , Audi,0,0,4,96
Semifinals,2018-08-26,Iconica , Postage Stamp Farm,9 , 8,4,97
Semifinals,2018-08-27,Audi , Work To Ride,12 , 8,4,98
Semifinals,2018-08-30,Work To Ride , Postage Stamp Farm,0,0,4,99
Semifinals,2018-08-30,Audi , Iconica,0,0,4,100
Semifinals,2018-09-02,Work To Ride , Iconica,0,0,4,101
Semifinals,2018-09-02,Postage Stamp Farm , Audi,0,0,4,102
Semifinals,2018-09-05,Postage Stamp Farm , Audi,0,0,4,103
Semifinals,2018-09-05,Postage Stamp Farm , Audi,0,0,4,104
Semifinals,2018-09-09,Postage Stamp Farm , Audi,0,0,4,105
Semifinals,2018-09-09,Postage Stamp Farm , Audi,0,0,4,106
Finals,2018-08-26,Iconica , Postage Stamp Farm,9 , 8,4,107
Finals,2018-08-27,Audi , Work To Ride,12 , 8,4,108
Finals,2018-08-30,Work To Ride , Postage Stamp Farm,0,0,4,109
Finals,2018-08-30,Audi , Iconica,0,0,4,110
Finals,2018-09-02,Work To Ride , Iconica,0,0,4,111
Finals,2018-09-02,Postage Stamp Farm , Audi,0,0,4,112
Finals,2018-09-05,Postage Stamp Farm , Audi,0,0,4,113
Finals,2018-09-05,Postage Stamp Farm , Audi,0,0,4,114
Finals,2018-09-09,Postage Stamp Farm , Audi,0,0,4,115
Finals,2018-09-09,Postage Stamp Farm , Audi,0,0,4,116
Qualy,2018-09-24,Alegría II , Pilará EN,0,0,5,117
Qualy,2018-09-24,La Cañada , Puesto Viejo,0,0,5,118
Qualy,2018-09-24,Chapaleufú , La Ensenada,0,0,5,119
Qualy,2018-09-28,Chapaleufú , La Ensenada,0,0,5,120
Qualy,2018-09-28,Chapaleufú , La Ensenada,0,0,5,121
Qualy,2018-09-28,La Esquina , La Ensenada,0,0,5,122
Qualy,2018-10-04,La Esquina , La Ensenada,0,0,5,123
Qualy,2018-10-04,La Esquina , La Ensenada,0,0,5,124
Qualy,2018-10-04,La Esquina , La Ensenada,0,0,5,125
Qualy,2018-08-16,RH Polo , Farmers & Merchants Bank,11 , 9,6,126
Qualy,2018-08-16,Lucchese , Klentner Ranch,10 , 8,6,127
Qualy,2018-08-19,Farmers & Merchants Bank , Sol de Agosto,11 , 9,6,128
Qualy,2018-08-19,RH Polo , Lucchese,13 , 12,6,129
Qualy,2018-08-22,RH Polo , Klentner Ranch,9 , 10,6,130
Qualy,2018-08-22,Lucchese , Sol de Agosto,11 , 12,6,131
Qualy,2018-08-24,Farmers & Merchants Bank , Klentner Ranch,7 , 9,6,132
Qualy,2018-08-24,RH Polo , Sol de Agosto,10 , 9,6,133
Qualy,2018-08-26,Lucchese , Farmers & Merchants Bank,13 , 11,6,134
Qualy,2018-08-26,Klentner Ranch , Sol de Agosto,7 , 8,6,135
Qualy,2018-08-30,Lucchese , RH Polo,10 , 8,6,136
Qualy,2018-08-30,Klentner Ranch , Sol de Agosto,7 , 6,6,137
Qualy,2018-09-02,Lucchese , Klentner Ranch,0,0,6,138
Semifinals,2018-08-16,RH Polo , Farmers & Merchants Bank,11 , 9,6,139
Semifinals,2018-08-16,Lucchese , Klentner Ranch,10 , 8,6,140
Semifinals,2018-08-19,Farmers & Merchants Bank , Sol de Agosto,11 , 9,6,141
Semifinals,2018-08-19,RH Polo , Lucchese,13 , 12,6,142
Semifinals,2018-08-22,RH Polo , Klentner Ranch,9 , 10,6,143
Semifinals,2018-08-22,Lucchese , Sol de Agosto,11 , 12,6,144
Semifinals,2018-08-24,Farmers & Merchants Bank , Klentner Ranch,7 , 9,6,145
Semifinals,2018-08-24,RH Polo , Sol de Agosto,10 , 9,6,146
Semifinals,2018-08-26,Lucchese , Farmers & Merchants Bank,13 , 11,6,147
Semifinals,2018-08-26,Klentner Ranch , Sol de Agosto,7 , 8,6,148
Semifinals,2018-08-30,Lucchese , RH Polo,10 , 8,6,149
Semifinals,2018-08-30,Klentner Ranch , Sol de Agosto,7 , 6,6,150
Semifinals,2018-09-02,Lucchese , Klentner Ranch,0,0,6,151
Final,2018-08-16,RH Polo , Farmers & Merchants Bank,11 , 9,6,152
Final,2018-08-16,Lucchese , Klentner Ranch,10 , 8,6,153
Final,2018-08-19,Farmers & Merchants Bank , Sol de Agosto,11 , 9,6,154
Final,2018-08-19,RH Polo , Lucchese,13 , 12,6,155
Final,2018-08-22,RH Polo , Klentner Ranch,9 , 10,6,156
Final,2018-08-22,Lucchese , Sol de Agosto,11 , 12,6,157
Final,2018-08-24,Farmers & Merchants Bank , Klentner Ranch,7 , 9,6,158
Final,2018-08-24,RH Polo , Sol de Agosto,10 , 9,6,159
Final,2018-08-26,Lucchese , Farmers & Merchants Bank,13 , 11,6,160
Final,2018-08-26,Klentner Ranch , Sol de Agosto,7 , 8,6,161
Final,2018-08-30,Lucchese , RH Polo,10 , 8,6,162
Final,2018-08-30,Klentner Ranch , Sol de Agosto,7 , 6,6,163
Final,2018-09-02,Lucchese , Klentner Ranch,0,0,6,164
Qualy,2018-08-19,MB POLO , Marques Riscal,14 , 6,7,165
Qualy,2018-08-20,Ayala , Royal Salute,13 , 10,7,166
Qualy,2018-08-20,Cotton House , Golden Goose,13 , 11,7,167
Qualy,2018-08-21,Sainte Mesme , Marques Riscal,12 , 11,7,168
Qualy,2018-08-22,Golden Goose , Royal Salute,12 , 10,7,169
Qualy,2018-08-23,Ayala , Cotton House,8 , 7,7,170
Qualy,2018-08-23,Sainte Mesme , MB POLO,8 , 11,7,171
Qualy,2018-08-26,Cotton House , Royal Salute,10 , 13,7,172
Qualy,2018-08-26,Golden Goose , Sainte Mesme,12 , 13,7,173
Qualy,2018-08-29,Ayala , Royal Salute,13 , 7,7,174
Qualy,2018-08-29,Sainte Mesme , MB POLO,15 , 10,7,175
Qualy,2018-08-30,Golden Goose , Cotton House,0,0,7,176
Qualy,2018-09-01,Ayala , MB POLO,0,0,7,177
Quarters,2018-08-19,MB POLO , Marques Riscal,14 , 6,7,178
Quarters,2018-08-20,Ayala , Royal Salute,13 , 10,7,179
Quarters,2018-08-20,Cotton House , Golden Goose,13 , 11,7,180
Quarters,2018-08-21,Sainte Mesme , Marques Riscal,12 , 11,7,181
Quarters,2018-08-22,Golden Goose , Royal Salute,12 , 10,7,182
Quarters,2018-08-23,Ayala , Cotton House,8 , 7,7,183
Quarters,2018-08-23,Sainte Mesme , MB POLO,8 , 11,7,184
Quarters,2018-08-26,Cotton House , Royal Salute,10 , 13,7,185
Quarters,2018-08-26,Golden Goose , Sainte Mesme,12 , 13,7,186
Quarters,2018-08-29,Ayala , Royal Salute,13 , 7,7,187
Quarters,2018-08-29,Sainte Mesme , MB POLO,15 , 10,7,188
Quarters,2018-08-30,Golden Goose , Cotton House,0,0,7,189
Quarters,2018-09-01,Ayala , MB POLO,0,0,7,190
Quarter Winners,2018-08-19,MB POLO , Marques Riscal,14 , 6,7,191
Quarter Winners,2018-08-20,Ayala , Royal Salute,13 , 10,7,192
Quarter Winners,2018-08-20,Cotton House , Golden Goose,13 , 11,7,193
Quarter Winners,2018-08-21,Sainte Mesme , Marques Riscal,12 , 11,7,194
Quarter Winners,2018-08-22,Golden Goose , Royal Salute,12 , 10,7,195
Quarter Winners,2018-08-23,Ayala , Cotton House,8 , 7,7,196
Quarter Winners,2018-08-23,Sainte Mesme , MB POLO,8 , 11,7,197
Quarter Winners,2018-08-26,Cotton House , Royal Salute,10 , 13,7,198
Quarter Winners,2018-08-26,Golden Goose , Sainte Mesme,12 , 13,7,199
Quarter Winners,2018-08-29,Ayala , Royal Salute,13 , 7,7,200
Quarter Winners,2018-08-29,Sainte Mesme , MB POLO,15 , 10,7,201
Quarter Winners,2018-08-30,Golden Goose , Cotton House,0,0,7,202
Quarter Winners,2018-09-01,Ayala , MB POLO,0,0,7,203
Final,2018-08-19,MB POLO , Marques Riscal,14 , 6,7,204
Final,2018-08-20,Ayala , Royal Salute,13 , 10,7,205
Final,2018-08-20,Cotton House , Golden Goose,13 , 11,7,206
Final,2018-08-21,Sainte Mesme , Marques Riscal,12 , 11,7,207
Final,2018-08-22,Golden Goose , Royal Salute,12 , 10,7,208
Final,2018-08-23,Ayala , Cotton House,8 , 7,7,209
Final,2018-08-23,Sainte Mesme , MB POLO,8 , 11,7,210
Final,2018-08-26,Cotton House , Royal Salute,10 , 13,7,211
Final,2018-08-26,Golden Goose , Sainte Mesme,12 , 13,7,212
Final,2018-08-29,Ayala , Royal Salute,13 , 7,7,213
Final,2018-08-29,Sainte Mesme , MB POLO,15 , 10,7,214
Final,2018-08-30,Golden Goose , Cotton House,0,0,7,215
Final,2018-09-01,Ayala , MB POLO,0,0,7,216
Qualy,2018-08-18,Sotoisola , Brunei,11 , 12,8,217
Qualy,2018-08-18,Aguilas , La Isla,6 , 7,8,218
Qualy,2018-08-20,Aguilas , Sotoisola,8 , 12,8,219
Qualy,2018-08-20,La Esperanza , Brunei,6 , 8,8,220
Qualy,2018-08-23,La Esperanza , Aguilas,8 , 10,8,221
Qualy,2018-08-23,La Isla , Sotoisola,8 , 11,8,222
Qualy,2018-08-25,La Isla , La Esperanza,9 , 12,8,223
Qualy,2018-08-25,Brunei , Aguilas,12 , 11,8,224
Qualy,2018-08-27,Brunei , La Isla,10 , 9,8,225
Qualy,2018-08-27,Sotoisola , La Esperanza,9 , 11,8,226
Qualy,2018-08-30,La Esperanza , Sotoisola,0,0,8,227
Qualy,2018-08-30,Brunei , La Isla,0,0,8,228
Qualy,2018-09-01,Brunei , La Isla,0,0,8,229
Qualy,2018-09-01,Brunei , La Isla,0,0,8,230
Semifinals,2018-08-18,Sotoisola , Brunei,11 , 12,8,231
Semifinals,2018-08-18,Aguilas , La Isla,6 , 7,8,232
Semifinals,2018-08-20,Aguilas , Sotoisola,8 , 12,8,233
Semifinals,2018-08-20,La Esperanza , Brunei,6 , 8,8,234
Semifinals,2018-08-23,La Esperanza , Aguilas,8 , 10,8,235
Semifinals,2018-08-23,La Isla , Sotoisola,8 , 11,8,236
Semifinals,2018-08-25,La Isla , La Esperanza,9 , 12,8,237
Semifinals,2018-08-25,Brunei , Aguilas,12 , 11,8,238
Semifinals,2018-08-27,Brunei , La Isla,10 , 9,8,239
Semifinals,2018-08-27,Sotoisola , La Esperanza,9 , 11,8,240
Semifinals,2018-08-30,La Esperanza , Sotoisola,0,0,8,241
Semifinals,2018-08-30,Brunei , La Isla,0,0,8,242
Semifinals,2018-09-01,Brunei , La Isla,0,0,8,243
Semifinals,2018-09-01,Brunei , La Isla,0,0,8,244
Finals,2018-08-18,Sotoisola , Brunei,11 , 12,8,245
Finals,2018-08-18,Aguilas , La Isla,6 , 7,8,246
Finals,2018-08-20,Aguilas , Sotoisola,8 , 12,8,247
Finals,2018-08-20,La Esperanza , Brunei,6 , 8,8,248
Finals,2018-08-23,La Esperanza , Aguilas,8 , 10,8,249
Finals,2018-08-23,La Isla , Sotoisola,8 , 11,8,250
Finals,2018-08-25,La Isla , La Esperanza,9 , 12,8,251
Finals,2018-08-25,Brunei , Aguilas,12 , 11,8,252
Finals,2018-08-27,Brunei , La Isla,10 , 9,8,253
Finals,2018-08-27,Sotoisola , La Esperanza,9 , 11,8,254
Finals,2018-08-30,La Esperanza , Sotoisola,0,0,8,255
Finals,2018-08-30,Brunei , La Isla,0,0,8,256
Finals,2018-09-01,Brunei , La Isla,0,0,8,257
Finals,2018-09-01,Brunei , La Isla,0,0,8,258
Qualy,2018-08-16,Battistoni , Dark Ice,9 , 7,9,259
Qualy,2018-08-16,Saint-Tropez Polo Team , La Magdeleine,9.5 , 10,9,260
Qualy,2018-08-18,Dark Ice , La Magdeleine,8 , 9,9,261
Qualy,2018-08-18,Battistoni , VT Wealth Management,8 , 4,9,262
Qualy,2018-08-19,Battistoni , Saint-Tropez Polo Team,9 , 5.5,9,263
Qualy,2018-08-21,Dark Ice , VT Wealth Management,8 , 6,9,264
Qualy,2018-08-22,VT Wealth Management , La Magdeleine,6 , 7,9,265
Qualy,2018-08-23,Saint-Tropez Polo Team , Dark Ice,8.5 , 6,9,266
Qualy,2018-08-24,VT Wealth Management , Saint-Tropez Polo Team,5 , 7.5,9,267
Qualy,2018-08-24,Battistoni , La Magdeleine,8 , 9,9,268
Qualy,2018-08-26,Battistoni , La Magdeleine,11 , 4,9,269
Final,2018-08-16,Battistoni , Dark Ice,9 , 7,9,270
Final,2018-08-16,Saint-Tropez Polo Team , La Magdeleine,9.5 , 10,9,271
Final,2018-08-18,Dark Ice , La Magdeleine,8 , 9,9,272
Final,2018-08-18,Battistoni , VT Wealth Management,8 , 4,9,273
Final,2018-08-19,Battistoni , Saint-Tropez Polo Team,9 , 5.5,9,274
Final,2018-08-21,Dark Ice , VT Wealth Management,8 , 6,9,275
Final,2018-08-22,VT Wealth Management , La Magdeleine,6 , 7,9,276
Final,2018-08-23,Saint-Tropez Polo Team , Dark Ice,8.5 , 6,9,277
Final,2018-08-24,VT Wealth Management , Saint-Tropez Polo Team,5 , 7.5,9,278
Final,2018-08-24,Battistoni , La Magdeleine,8 , 9,9,279
Final,2018-08-26,Battistoni , La Magdeleine,11 , 4,9,280
Qualy,2018-08-16,Amanara , Chateau D’Aulne,6 , 10,10,281
Qualy,2018-08-17,ERG , Los Nocheros,6 , 8,10,282
Qualy,2018-08-18,Amanara , Las Plantas,8 , 8.5,10,283
Qualy,2018-08-19,ERG , Chateau D’Aulne,9 , 6,10,284
Qualy,2018-08-19,Los Nocheros , Las Plantas,8 , 6.5,10,285
Qualy,2018-08-21,Amanara , Los Nocheros,7 , 9,10,286
Qualy,2018-08-21,ERG , Las Plantas,13 , 8.5,10,287
Qualy,2018-08-22,Chateau D’Aulne , Los Nocheros,13 , 3,10,288
Qualy,2018-08-23,ERG , Amanara,8 , 7,10,289
Qualy,2018-08-24,Chateau D’Aulne , Las Plantas,7 , 6.5,10,290
Qualy,2018-08-26,ERG , Los Nocheros,14 , 9,10,291
final,2018-08-16,Amanara , Chateau D’Aulne,6 , 10,10,292
final,2018-08-17,ERG , Los Nocheros,6 , 8,10,293
final,2018-08-18,Amanara , Las Plantas,8 , 8.5,10,294
final,2018-08-19,ERG , Chateau D’Aulne,9 , 6,10,295
final,2018-08-19,Los Nocheros , Las Plantas,8 , 6.5,10,296
final,2018-08-21,Amanara , Los Nocheros,7 , 9,10,297
final,2018-08-21,ERG , Las Plantas,13 , 8.5,10,298
final,2018-08-22,Chateau D’Aulne , Los Nocheros,13 , 3,10,299
final,2018-08-23,ERG , Amanara,8 , 7,10,300
final,2018-08-24,Chateau D’Aulne , Las Plantas,7 , 6.5,10,301
final,2018-08-26,ERG , Los Nocheros,14 , 9,10,302
Qualy,2018-08-15,Talandracas , Los Lobos,10.5 , 11,11,303
Qualy,2018-08-16,In The Wings , Land Rover,8 , 8.5,11,304
Qualy,2018-08-17,Outsiders , Barrière,8.5 , 10,11,305
Qualy,2018-08-18,In The Wings , Los Lobos,8 , 5,11,306
Qualy,2018-08-19,Talandracas , Barrière,8.5 , 9,11,307
Qualy,2018-08-20,Outsiders , Land Rover,7.5 , 9,11,308
Qualy,2018-08-21,In The Wings , Barrière,13 , 6,11,309
Qualy,2018-08-22,Outsiders , Los Lobos,9.5 , 12,11,310
Qualy,2018-08-22,Talandracas , Land Rover,10 , 8,11,311
Qualy,2018-08-23,Talandracas , Outsiders,9 , 7.5,11,312
Qualy,2018-08-24,In The Wings , Barrière,8 , 7,11,313
Qualy,2018-08-24,Land Rover , Los Lobos,7.5 , 7,11,314
Qualy,2018-08-25,Land Rover , Los Lobos,0,0,11,315
Qualy,2018-08-26,In The Wings , Land Rover,11 , 7.5,11,316
Semifinals ,2018-08-15,Talandracas , Los Lobos,10.5 , 11,11,317
Semifinals ,2018-08-16,In The Wings , Land Rover,8 , 8.5,11,318
Semifinals ,2018-08-17,Outsiders , Barrière,8.5 , 10,11,319
Semifinals ,2018-08-18,In The Wings , Los Lobos,8 , 5,11,320
Semifinals ,2018-08-19,Talandracas , Barrière,8.5 , 9,11,321
Semifinals ,2018-08-20,Outsiders , Land Rover,7.5 , 9,11,322
Semifinals ,2018-08-21,In The Wings , Barrière,13 , 6,11,323
Semifinals ,2018-08-22,Outsiders , Los Lobos,9.5 , 12,11,324
Semifinals ,2018-08-22,Talandracas , Land Rover,10 , 8,11,325
Semifinals ,2018-08-23,Talandracas , Outsiders,9 , 7.5,11,326
Semifinals ,2018-08-24,In The Wings , Barrière,8 , 7,11,327
Semifinals ,2018-08-24,Land Rover , Los Lobos,7.5 , 7,11,328
Semifinals ,2018-08-25,Land Rover , Los Lobos,0,0,11,329
Semifinals ,2018-08-26,In The Wings , Land Rover,11 , 7.5,11,330
3rd place ,2018-08-15,Talandracas , Los Lobos,10.5 , 11,11,331
3rd place ,2018-08-16,In The Wings , Land Rover,8 , 8.5,11,332
3rd place ,2018-08-17,Outsiders , Barrière,8.5 , 10,11,333
3rd place ,2018-08-18,In The Wings , Los Lobos,8 , 5,11,334
3rd place ,2018-08-19,Talandracas , Barrière,8.5 , 9,11,335
3rd place ,2018-08-20,Outsiders , Land Rover,7.5 , 9,11,336
3rd place ,2018-08-21,In The Wings , Barrière,13 , 6,11,337
3rd place ,2018-08-22,Outsiders , Los Lobos,9.5 , 12,11,338
3rd place ,2018-08-22,Talandracas , Land Rover,10 , 8,11,339
3rd place ,2018-08-23,Talandracas , Outsiders,9 , 7.5,11,340
3rd place ,2018-08-24,In The Wings , Barrière,8 , 7,11,341
3rd place ,2018-08-24,Land Rover , Los Lobos,7.5 , 7,11,342
3rd place ,2018-08-25,Land Rover , Los Lobos,0,0,11,343
3rd place ,2018-08-26,In The Wings , Land Rover,11 , 7.5,11,344
Final ,2018-08-15,Talandracas , Los Lobos,10.5 , 11,11,345
Final ,2018-08-16,In The Wings , Land Rover,8 , 8.5,11,346
Final ,2018-08-17,Outsiders , Barrière,8.5 , 10,11,347
Final ,2018-08-18,In The Wings , Los Lobos,8 , 5,11,348
Final ,2018-08-19,Talandracas , Barrière,8.5 , 9,11,349
Final ,2018-08-20,Outsiders , Land Rover,7.5 , 9,11,350
Final ,2018-08-21,In The Wings , Barrière,13 , 6,11,351
Final ,2018-08-22,Outsiders , Los Lobos,9.5 , 12,11,352
Final ,2018-08-22,Talandracas , Land Rover,10 , 8,11,353
Final ,2018-08-23,Talandracas , Outsiders,9 , 7.5,11,354
Final ,2018-08-24,In The Wings , Barrière,8 , 7,11,355
Final ,2018-08-24,Land Rover , Los Lobos,7.5 , 7,11,356
Final ,2018-08-25,Land Rover , Los Lobos,0,0,11,357
Final ,2018-08-26,In The Wings , Land Rover,11 , 7.5,11,358
Qualy,2018-08-13,Bardon , Dubai,6 , 9,12,359
Qualy,2018-08-14,La Indiana , Dos Lunas A&G Banca Privada,15 , 10,12,360
Qualy,2018-08-15,Lechuza Caracas , Dubai,12 , 9,12,361
Qualy,2018-08-16,La Indiana , Bardon,12 , 11,12,362
Qualy,2018-08-18,Dos Lunas A&G Banca Privada , Bardon,7 , 9,12,363
Qualy,2018-08-19,Lechuza Caracas , La Indiana,11 , 12,12,364
Qualy,2018-08-21,Dos Lunas A&G Banca Privada , Lechuza Caracas,9 , 11,12,365
Qualy,2018-08-22,Dubai , La Indiana,11 , 12,12,366
Qualy,2018-08-24,Dubai , Dos Lunas A&G Banca Privada,18 , 11,12,367
Qualy,2018-08-25,Bardon , Lechuza Caracas,4 , 6,12,368
Qualy,2018-08-28,Lechuza Caracas , Dubai,10 , 9,12,369
Qualy,2018-08-28,La Indiana , Bardon,13 , 9,12,370
Qualy,2018-08-31,Lechuza Caracas , La Indiana,8 , 13,12,371
Semifinals ,2018-08-13,Bardon , Dubai,6 , 9,12,372
Semifinals ,2018-08-14,La Indiana , Dos Lunas A&G Banca Privada,15 , 10,12,373
Semifinals ,2018-08-15,Lechuza Caracas , Dubai,12 , 9,12,374
Semifinals ,2018-08-16,La Indiana , Bardon,12 , 11,12,375
Semifinals ,2018-08-18,Dos Lunas A&G Banca Privada , Bardon,7 , 9,12,376
Semifinals ,2018-08-19,Lechuza Caracas , La Indiana,11 , 12,12,377
Semifinals ,2018-08-21,Dos Lunas A&G Banca Privada , Lechuza Caracas,9 , 11,12,378
