stage,match_date,team_a,team_b,team_a_score,team_b_score,competition,id
Quarterfinals,2018-04-18,The Daily Racing , Valiente,11 , 17,47,2015
Quarterfinals,2018-04-18,Valiente , FlexJet,17 , 9,47,2016
Quarterfinals,2018-04-22,Colorado , Audi,12 , 9,47,2017
Quarterfinals,2018-04-22,Valiente , The Daily Racing,9 , 10,47,2018
Semifinals,2018-04-04,Colorado , The Daily Racing,11 , 13,47,2019
Semifinals,2018-04-05,U.S. Polo Assn. , Audi,7 , 13,47,2020
Semifinals,2018-04-07,Colorado , FlexJet,4 , 9,47,2021
Semifinals,2018-04-08,U.S. Polo Assn. , Valiente,6 , 9,47,2022
Semifinals,2018-04-11,Audi , Valiente,8 , 13,47,2023
Semifinals,2018-04-12,The Daily Racing , FlexJet,14 , 11,47,2024
Semifinals,2018-04-15,Audi , FlexJet,12 , 13,47,2025
Semifinals,2018-04-15,Colorado , U.S. Polo Assn.,8 , 9,47,2026
Semifinals,2018-04-18,The Daily Racing , Valiente,11 , 17,47,2027
Semifinals,2018-04-18,Valiente , FlexJet,17 , 9,47,2028
Semifinals,2018-04-22,Colorado , Audi,12 , 9,47,2029
Semifinals,2018-04-22,Valiente , The Daily Racing,9 , 10,47,2030
Semifinals,2018-04-15,Audi , FlexJet,12 , 13,47,2031
Semifinals,2018-04-15,Colorado , U.S. Polo Assn.,8 , 9,47,2032
Semifinals,2018-04-18,The Daily Racing , Valiente,11 , 17,47,2033
Semifinals,2018-04-18,Valiente , FlexJet,17 , 9,47,2034
Semifinals,2018-04-22,Colorado , Audi,12 , 9,47,2035
Semifinals,2018-04-22,Valiente , The Daily Racing,9 , 10,47,2036
Finals  Hall of Fame Cup,2018-04-04,Colorado , The Daily Racing,11 , 13,47,2037
Finals  Hall of Fame Cup,2018-04-05,U.S. Polo Assn. , Audi,7 , 13,47,2038
Finals  Hall of Fame Cup,2018-04-07,Colorado , FlexJet,4 , 9,47,2039
Finals  Hall of Fame Cup,2018-04-08,U.S. Polo Assn. , Valiente,6 , 9,47,2040
Finals  Hall of Fame Cup,2018-04-11,Audi , Valiente,8 , 13,47,2041
Finals  Hall of Fame Cup,2018-04-12,The Daily Racing , FlexJet,14 , 11,47,2042
Finals  Hall of Fame Cup,2018-04-15,Audi , FlexJet,12 , 13,47,2043
Finals  Hall of Fame Cup,2018-04-15,Colorado , U.S. Polo Assn.,8 , 9,47,2044
Finals  Hall of Fame Cup,2018-04-18,The Daily Racing , Valiente,11 , 17,47,2045
Finals  Hall of Fame Cup,2018-04-18,Valiente , FlexJet,17 , 9,47,2046
Finals  Hall of Fame Cup,2018-04-22,Colorado , Audi,12 , 9,47,2047
Finals  Hall of Fame Cup,2018-04-22,Valiente , The Daily Racing,9 , 10,47,2048
Finals  Hall of Fame Cup,2018-04-15,Audi , FlexJet,12 , 13,47,2049
Finals  Hall of Fame Cup,2018-04-15,Colorado , U.S. Polo Assn.,8 , 9,47,2050
Finals  Hall of Fame Cup,2018-04-18,The Daily Racing , Valiente,11 , 17,47,2051
Finals  Hall of Fame Cup,2018-04-18,Valiente , FlexJet,17 , 9,47,2052
Finals  Hall of Fame Cup,2018-04-22,Colorado , Audi,12 , 9,47,2053
Finals  Hall of Fame Cup,2018-04-22,Valiente , The Daily Racing,9 , 10,47,2054
Finals US Open,2018-04-04,Colorado , The Daily Racing,11 , 13,47,2055
Finals US Open,2018-04-05,U.S. Polo Assn. , Audi,7 , 13,47,2056
Finals US Open,2018-04-07,Colorado , FlexJet,4 , 9,47,2057
Finals US Open,2018-04-08,U.S. Polo Assn. , Valiente,6 , 9,47,2058
Finals US Open,2018-04-11,Audi , Valiente,8 , 13,47,2059
Finals US Open,2018-04-12,The Daily Racing , FlexJet,14 , 11,47,2060
Finals US Open,2018-04-15,Audi , FlexJet,12 , 13,47,2061
Finals US Open,2018-04-15,Colorado , U.S. Polo Assn.,8 , 9,47,2062
Finals US Open,2018-04-18,The Daily Racing , Valiente,11 , 17,47,2063
Finals US Open,2018-04-18,Valiente , FlexJet,17 , 9,47,2064
Finals US Open,2018-04-22,Colorado , Audi,12 , 9,47,2065
Finals US Open,2018-04-22,Valiente , The Daily Racing,9 , 10,47,2066
Finals US Open,2018-04-15,Audi , FlexJet,12 , 13,47,2067
Finals US Open,2018-04-15,Colorado , U.S. Polo Assn.,8 , 9,47,2068
Finals US Open,2018-04-18,The Daily Racing , Valiente,11 , 17,47,2069
Finals US Open,2018-04-18,Valiente , FlexJet,17 , 9,47,2070
Finals US Open,2018-04-22,Colorado , Audi,12 , 9,47,2071
Finals US Open,2018-04-22,Valiente , The Daily Racing,9 , 10,47,2072
Qualification,2018-03-07,Valiente , Grand Champions Polo Club,9 , 6,50,2073
Qualification,2018-03-07,Colorado , The Daily Racing,14 , 11,50,2074
Qualification,2018-03-11,The Daily Racing , Grand Champions Polo Club,16 , 10,50,2075
Qualification,2018-03-11,Colorado , Valiente,8 , 11,50,2076
Finals Subsidiary ,2018-03-07,Valiente , Grand Champions Polo Club,9 , 6,50,2077
Finals Subsidiary ,2018-03-07,Colorado , The Daily Racing,14 , 11,50,2078
Finals Subsidiary ,2018-03-11,The Daily Racing , Grand Champions Polo Club,16 , 10,50,2079
Finals Subsidiary ,2018-03-11,Colorado , Valiente,8 , 11,50,2080
Finals USPA Butler Handicap,2018-03-07,Valiente , Grand Champions Polo Club,9 , 6,50,2081
Finals USPA Butler Handicap,2018-03-07,Colorado , The Daily Racing,14 , 11,50,2082
Finals USPA Butler Handicap,2018-03-11,The Daily Racing , Grand Champions Polo Club,16 , 10,50,2083
Finals USPA Butler Handicap,2018-03-11,Colorado , Valiente,8 , 11,50,2084
Qualification,2018-03-02,Tonkawa , FlexJet,9 , 7,51,2085
Qualification,2018-03-02,SD Farms ,Dutta Corp,9 , 10,51,2086
Qualification,2018-03-03,Valiente , Audi,9 , 8,51,2087
Qualification,2018-03-03,Travieso , U.S. Polo Assn.,12 , 8,51,2088
Qualification,2018-03-06,U.S. Polo Assn. , FlexJet,6 , 8,51,2089
Qualification,2018-03-06,Dutta Corp, Valiente,6 , 11,51,2090
Qualification,2018-03-06,Travieso , Tonkawa,8 , 12,51,2091
Qualification,2018-03-06,SD Farms , Audi,9 , 12,51,2092
Qualification,2018-03-09,SD Farms , Valiente,10 , 9,51,2093
Qualification,2018-03-09,Audi ,Dutta Corp,13 , 6,51,2094
Qualification,2018-03-10,Travieso , FlexJet,10 , 8,51,2095
Qualification,2018-03-10,Tonkawa , U.S. Polo Assn.,16 , 12,51,2096
Qualification,2018-03-13,Valiente , Travieso,12 , 6,51,2097
Qualification,2018-03-13,Audi , Tonkawa,13 , 11,51,2098
Qualification,2018-03-17,Valiente , Audi,10 , 4,51,2099
Semifinals,2018-03-02,Tonkawa , FlexJet,9 , 7,51,2100
Semifinals,2018-03-02,SD Farms ,Dutta Corp,9 , 10,51,2101
Semifinals,2018-03-03,Valiente , Audi,9 , 8,51,2102
Semifinals,2018-03-03,Travieso , U.S. Polo Assn.,12 , 8,51,2103
Semifinals,2018-03-06,U.S. Polo Assn. , FlexJet,6 , 8,51,2104
Semifinals,2018-03-06,Dutta Corp, Valiente,6 , 11,51,2105
Semifinals,2018-03-06,Travieso , Tonkawa,8 , 12,51,2106
Semifinals,2018-03-06,SD Farms , Audi,9 , 12,51,2107
Semifinals,2018-03-09,SD Farms , Valiente,10 , 9,51,2108
Semifinals,2018-03-09,Audi ,Dutta Corp,13 , 6,51,2109
Semifinals,2018-03-10,Travieso , FlexJet,10 , 8,51,2110
Semifinals,2018-03-10,Tonkawa , U.S. Polo Assn.,16 , 12,51,2111
Semifinals,2018-03-13,Valiente , Travieso,12 , 6,51,2112
Semifinals,2018-03-13,Audi , Tonkawa,13 , 11,51,2113
Semifinals,2018-03-17,Valiente , Audi,10 , 4,51,2114
Finals,2018-03-02,Tonkawa , FlexJet,9 , 7,51,2115
Finals,2018-03-02,SD Farms ,Dutta Corp,9 , 10,51,2116
Finals,2018-03-03,Valiente , Audi,9 , 8,51,2117
Finals,2018-03-03,Travieso , U.S. Polo Assn.,12 , 8,51,2118
Finals,2018-03-06,U.S. Polo Assn. , FlexJet,6 , 8,51,2119
Finals,2018-03-06,Dutta Corp, Valiente,6 , 11,51,2120
Finals,2018-03-06,Travieso , Tonkawa,8 , 12,51,2121
Finals,2018-03-06,SD Farms , Audi,9 , 12,51,2122
Finals,2018-03-09,SD Farms , Valiente,10 , 9,51,2123
Finals,2018-03-09,Audi ,Dutta Corp,13 , 6,51,2124
Finals,2018-03-10,Travieso , FlexJet,10 , 8,51,2125
Finals,2018-03-10,Tonkawa , U.S. Polo Assn.,16 , 12,51,2126
Finals,2018-03-13,Valiente , Travieso,12 , 6,51,2127
Finals,2018-03-13,Audi , Tonkawa,13 , 11,51,2128
Finals,2018-03-17,Valiente , Audi,10 , 4,51,2129
Qualification,2018-02-28,Coca Cola , Prestige Worldwide,9 , 8,52,2130
Qualification,2018-03-01,La Indiana , Pilot,3 , 12,52,2131
Qualification,2018-03-03,Goose Creek , Prestige Worldwide,12 , 11,52,2132
Qualification,2018-03-04,La Indiana , Postage Stamp Farm,13 , 8,52,2133
Qualification,2018-03-07,Pilot , Postage Stamp Farm,12 , 10,52,2134
Qualification,2018-03-07,Goose Creek , Prestige Worldwide,11 , 6,52,2135
Qualification,2018-03-10,Goose Creek , La Indiana,6 , 9,52,2136
Qualification,2018-03-12,Pilot , Coca Cola,13 , 10,52,2137
Qualification,2018-03-15,Prestige Worldwide , Postage Stamp Farm,12 , 9,52,2138
Qualification,2018-03-15,Pilot , La Indiana,11 , 9,52,2139
Semifinals,2018-02-28,Coca Cola , Prestige Worldwide,9 , 8,52,2140
Semifinals,2018-03-01,La Indiana , Pilot,3 , 12,52,2141
Semifinals,2018-03-03,Goose Creek , Prestige Worldwide,12 , 11,52,2142
Semifinals,2018-03-04,La Indiana , Postage Stamp Farm,13 , 8,52,2143
Semifinals,2018-03-07,Pilot , Postage Stamp Farm,12 , 10,52,2144
Semifinals,2018-03-07,Goose Creek , Prestige Worldwide,11 , 6,52,2145
Semifinals,2018-03-10,Goose Creek , La Indiana,6 , 9,52,2146
Semifinals,2018-03-12,Pilot , Coca Cola,13 , 10,52,2147
Semifinals,2018-03-15,Prestige Worldwide , Postage Stamp Farm,12 , 9,52,2148
Semifinals,2018-03-15,Pilot , La Indiana,11 , 9,52,2149
Finals Subsidiary ,2018-02-28,Coca Cola , Prestige Worldwide,9 , 8,52,2150
Finals Subsidiary ,2018-03-01,La Indiana , Pilot,3 , 12,52,2151
Finals Subsidiary ,2018-03-03,Goose Creek , Prestige Worldwide,12 , 11,52,2152
Finals Subsidiary ,2018-03-04,La Indiana , Postage Stamp Farm,13 , 8,52,2153
Finals Subsidiary ,2018-03-07,Pilot , Postage Stamp Farm,12 , 10,52,2154
Finals Subsidiary ,2018-03-07,Goose Creek , Prestige Worldwide,11 , 6,52,2155
Finals Subsidiary ,2018-03-10,Goose Creek , La Indiana,6 , 9,52,2156
Finals Subsidiary ,2018-03-12,Pilot , Coca Cola,13 , 10,52,2157
Finals Subsidiary ,2018-03-15,Prestige Worldwide , Postage Stamp Farm,12 , 9,52,2158
Finals Subsidiary ,2018-03-15,Pilot , La Indiana,11 , 9,52,2159
Finals Iglehart Cup,2018-02-28,Coca Cola , Prestige Worldwide,9 , 8,52,2160
Finals Iglehart Cup,2018-03-01,La Indiana , Pilot,3 , 12,52,2161
Finals Iglehart Cup,2018-03-03,Goose Creek , Prestige Worldwide,12 , 11,52,2162
Finals Iglehart Cup,2018-03-04,La Indiana , Postage Stamp Farm,13 , 8,52,2163
Finals Iglehart Cup,2018-03-07,Pilot , Postage Stamp Farm,12 , 10,52,2164
Finals Iglehart Cup,2018-03-07,Goose Creek , Prestige Worldwide,11 , 6,52,2165
Finals Iglehart Cup,2018-03-10,Goose Creek , La Indiana,6 , 9,52,2166
Finals Iglehart Cup,2018-03-12,Pilot , Coca Cola,13 , 10,52,2167
Finals Iglehart Cup,2018-03-15,Prestige Worldwide , Postage Stamp Farm,12 , 9,52,2168
Finals Iglehart Cup,2018-03-15,Pilot , La Indiana,11 , 9,52,2169
Qualification,2018-02-28,The Daily Racing , Valiente,10 , 13,53,2170
Qualification,2018-02-28,Grand Champions Polo Club , Colorado,12 , 13,53,2171
Qualification,2018-03-04,The Daily Racing , Grand Champions Polo Club,11 , 9,53,2172
Qualification,2018-03-04,Valiente , Colorado,9 , 4,53,2173
Qualification,2018-03-04,The Daily Racing , Grand Champions Polo Club,11 , 9,53,2174
Qualification,2018-03-04,Valiente , Colorado,9 , 4,53,2175
Finals Subsidiary ,2018-02-28,The Daily Racing , Valiente,10 , 13,53,2176
Finals Subsidiary ,2018-02-28,Grand Champions Polo Club , Colorado,12 , 13,53,2177
Finals Subsidiary ,2018-03-04,The Daily Racing , Grand Champions Polo Club,11 , 9,53,2178
Finals Subsidiary ,2018-03-04,Valiente , Colorado,9 , 4,53,2179
Finals Subsidiary ,2018-03-04,The Daily Racing , Grand Champions Polo Club,11 , 9,53,2180
Finals Subsidiary ,2018-03-04,Valiente , Colorado,9 , 4,53,2181
Finals CV Whitney,2018-02-28,The Daily Racing , Valiente,10 , 13,53,2182
Finals CV Whitney,2018-02-28,Grand Champions Polo Club , Colorado,12 , 13,53,2183
Finals CV Whitney,2018-03-04,The Daily Racing , Grand Champions Polo Club,11 , 9,53,2184
Finals CV Whitney,2018-03-04,Valiente , Colorado,9 , 4,53,2185
Finals CV Whitney,2018-03-04,The Daily Racing , Grand Champions Polo Club,11 , 9,53,2186
Finals CV Whitney,2018-03-04,Valiente , Colorado,9 , 4,53,2187
Qualification,2018-02-01,Pilot , Audi,13 , 11,54,2188
Qualification,2018-02-03,SD Farms , La Indiana,10 , 7,54,2189
Qualification,2018-02-03,Prestige Worldwide , Carillon Miami,8 , 10,54,2190
Qualification,2018-02-04,Tonkawa , GSA,12 , 7,54,2191
Qualification,2018-02-04,Valiente , Coca Cola,10 , 6,54,2192
Qualification,2018-02-04,Postage Stamp Farm , Travieso,12 , 11,54,2193
Qualification,2018-02-06,SD Farms , Colorado,5 , 10,54,2194
Qualification,2018-02-06,Pilot , La Indiana,10 , 11,54,2195
Qualification,2018-02-07,Prestige Worldwide , Audi,6 , 10,54,2196
Qualification,2018-02-09,Pilot , Carillon Miami,12 , 10,54,2197
Qualification,2018-02-09,Valiente , GSA,7 , 6,54,2198
Qualification,2018-02-10,Postage Stamp Farm , Coca Cola,12 , 7,54,2199
Qualification,2018-02-10,Tonkawa , Travieso,14 , 10,54,2200
Qualification,2018-02-11,SD Farms , Audi,11 , 10,54,2201
Qualification,2018-02-11,Prestige Worldwide , Colorado,8 , 12,54,2202
Qualification,2018-02-14,SD Farms , Carillon Miami,10 , 9,54,2203
Qualification,2018-02-14,Pilot , Colorado,11 , 8,54,2204
Qualification,2018-02-14,Prestige Worldwide , La Indiana,8 , 11,54,2205
Qualification,2018-02-15,Tonkawa , Coca Cola,8 , 6,54,2206
Qualification,2018-02-15,Postage Stamp Farm , GSA,10 , 11,54,2207
Qualification,2018-02-15,Valiente , Travieso,9 , 12,54,2208
Qualification,2018-02-18,Tonkawa , La Indiana,12 , 11,54,2209
Qualification,2018-02-18,Postage Stamp Farm , Colorado,10 , 13,54,2210
Qualification,2018-02-18,Valiente , SD Farms,13 , 6,54,2211
Qualification,2018-02-18,GSA , Pilot,10 , 9,54,2212
Qualification,2018-02-21,Valiente , Tonkawa,13 , 8,54,2213
Qualification,2018-02-21,GSA , Colorado,9 , 8,54,2214
Qualification,2018-02-22,Prestige Worldwide , Travieso,6 , 9,54,2215
Qualification,2018-02-22, Travieso, Travieso,6 , 9,54,2216
Qualification,2018-02-22,Audi , Coca Cola,12 , 9,54,2217
Qualification,2018-02-25,Audi , Travieso,14 , 9,54,2218
Qualification,2018-02-25,Valiente , GSA,8 , 6,54,2219
Quarterfinals,2018-02-01,Pilot , Audi,13 , 11,54,2220
Quarterfinals,2018-02-03,SD Farms , La Indiana,10 , 7,54,2221
Quarterfinals,2018-02-03,Prestige Worldwide , Carillon Miami,8 , 10,54,2222
Quarterfinals,2018-02-04,Tonkawa , GSA,12 , 7,54,2223
Quarterfinals,2018-02-04,Valiente , Coca Cola,10 , 6,54,2224
Quarterfinals,2018-02-04,Postage Stamp Farm , Travieso,12 , 11,54,2225
Quarterfinals,2018-02-06,SD Farms , Colorado,5 , 10,54,2226
Quarterfinals,2018-02-06,Pilot , La Indiana,10 , 11,54,2227
Quarterfinals,2018-02-07,Prestige Worldwide , Audi,6 , 10,54,2228
Quarterfinals,2018-02-09,Pilot , Carillon Miami,12 , 10,54,2229
Quarterfinals,2018-02-09,Valiente , GSA,7 , 6,54,2230
Quarterfinals,2018-02-10,Postage Stamp Farm , Coca Cola,12 , 7,54,2231
Quarterfinals,2018-02-10,Tonkawa , Travieso,14 , 10,54,2232
Quarterfinals,2018-02-11,SD Farms , Audi,11 , 10,54,2233
Quarterfinals,2018-02-11,Prestige Worldwide , Colorado,8 , 12,54,2234
Quarterfinals,2018-02-14,SD Farms , Carillon Miami,10 , 9,54,2235
Quarterfinals,2018-02-14,Pilot , Colorado,11 , 8,54,2236
Quarterfinals,2018-02-14,Prestige Worldwide , La Indiana,8 , 11,54,2237
Quarterfinals,2018-02-15,Tonkawa , Coca Cola,8 , 6,54,2238
Quarterfinals,2018-02-15,Postage Stamp Farm , GSA,10 , 11,54,2239
Quarterfinals,2018-02-15,Valiente , Travieso,9 , 12,54,2240
Quarterfinals,2018-02-18,Tonkawa , La Indiana,12 , 11,54,2241
Quarterfinals,2018-02-18,Postage Stamp Farm , Colorado,10 , 13,54,2242
Quarterfinals,2018-02-18,Valiente , SD Farms,13 , 6,54,2243
Quarterfinals,2018-02-18,GSA , Pilot,10 , 9,54,2244
Quarterfinals,2018-02-21,Valiente , Tonkawa,13 , 8,54,2245
Quarterfinals,2018-02-21,GSA , Colorado,9 , 8,54,2246
Quarterfinals,2018-02-22,Prestige Worldwide , Travieso,6 , 9,54,2247
Quarterfinals,2018-02-22, Travieso, Travieso,6 , 9,54,2248
Quarterfinals,2018-02-22,Audi , Coca Cola,12 , 9,54,2249
Quarterfinals,2018-02-25,Audi , Travieso,14 , 9,54,2250
Quarterfinals,2018-02-25,Valiente , GSA,8 , 6,54,2251
Semifinals,2018-02-01,Pilot , Audi,13 , 11,54,2252
Semifinals,2018-02-03,SD Farms , La Indiana,10 , 7,54,2253
Semifinals,2018-02-03,Prestige Worldwide , Carillon Miami,8 , 10,54,2254
Semifinals,2018-02-04,Tonkawa , GSA,12 , 7,54,2255
Semifinals,2018-02-04,Valiente , Coca Cola,10 , 6,54,2256
Semifinals,2018-02-04,Postage Stamp Farm , Travieso,12 , 11,54,2257
Semifinals,2018-02-06,SD Farms , Colorado,5 , 10,54,2258
Semifinals,2018-02-06,Pilot , La Indiana,10 , 11,54,2259
Semifinals,2018-02-07,Prestige Worldwide , Audi,6 , 10,54,2260
Semifinals,2018-02-09,Pilot , Carillon Miami,12 , 10,54,2261
Semifinals,2018-02-09,Valiente , GSA,7 , 6,54,2262
Semifinals,2018-02-10,Postage Stamp Farm , Coca Cola,12 , 7,54,2263
Semifinals,2018-02-10,Tonkawa , Travieso,14 , 10,54,2264
Semifinals,2018-02-11,SD Farms , Audi,11 , 10,54,2265
Semifinals,2018-02-11,Prestige Worldwide , Colorado,8 , 12,54,2266
Semifinals,2018-02-14,SD Farms , Carillon Miami,10 , 9,54,2267
Semifinals,2018-02-14,Pilot , Colorado,11 , 8,54,2268
Semifinals,2018-02-14,Prestige Worldwide , La Indiana,8 , 11,54,2269
Semifinals,2018-02-15,Tonkawa , Coca Cola,8 , 6,54,2270
Semifinals,2018-02-15,Postage Stamp Farm , GSA,10 , 11,54,2271
Semifinals,2018-02-15,Valiente , Travieso,9 , 12,54,2272
Semifinals,2018-02-18,Tonkawa , La Indiana,12 , 11,54,2273
Semifinals,2018-02-18,Postage Stamp Farm , Colorado,10 , 13,54,2274
Semifinals,2018-02-18,Valiente , SD Farms,13 , 6,54,2275
Semifinals,2018-02-18,GSA , Pilot,10 , 9,54,2276
Semifinals,2018-02-21,Valiente , Tonkawa,13 , 8,54,2277
Semifinals,2018-02-21,GSA , Colorado,9 , 8,54,2278
Semifinals,2018-02-22,Prestige Worldwide , Travieso,6 , 9,54,2279
Semifinals,2018-02-22, Travieso, Travieso,6 , 9,54,2280
Semifinals,2018-02-22,Audi , Coca Cola,12 , 9,54,2281
Semifinals,2018-02-25,Audi , Travieso,14 , 9,54,2282
Semifinals,2018-02-25,Valiente , GSA,8 , 6,54,2283
Finals,2018-02-01,Pilot , Audi,13 , 11,54,2284
Finals,2018-02-03,SD Farms , La Indiana,10 , 7,54,2285
Finals,2018-02-03,Prestige Worldwide , Carillon Miami,8 , 10,54,2286
Finals,2018-02-04,Tonkawa , GSA,12 , 7,54,2287
Finals,2018-02-04,Valiente , Coca Cola,10 , 6,54,2288
Finals,2018-02-04,Postage Stamp Farm , Travieso,12 , 11,54,2289
Finals,2018-02-06,SD Farms , Colorado,5 , 10,54,2290
Finals,2018-02-06,Pilot , La Indiana,10 , 11,54,2291
Finals,2018-02-07,Prestige Worldwide , Audi,6 , 10,54,2292
Finals,2018-02-09,Pilot , Carillon Miami,12 , 10,54,2293
Finals,2018-02-09,Valiente , GSA,7 , 6,54,2294
Finals,2018-02-10,Postage Stamp Farm , Coca Cola,12 , 7,54,2295
Finals,2018-02-10,Tonkawa , Travieso,14 , 10,54,2296
Finals,2018-02-11,SD Farms , Audi,11 , 10,54,2297
Finals,2018-02-11,Prestige Worldwide , Colorado,8 , 12,54,2298
Finals,2018-02-14,SD Farms , Carillon Miami,10 , 9,54,2299
Finals,2018-02-14,Pilot , Colorado,11 , 8,54,2300
Finals,2018-02-14,Prestige Worldwide , La Indiana,8 , 11,54,2301
Finals,2018-02-15,Tonkawa , Coca Cola,8 , 6,54,2302
Finals,2018-02-15,Postage Stamp Farm , GSA,10 , 11,54,2303
Finals,2018-02-15,Valiente , Travieso,9 , 12,54,2304
Finals,2018-02-18,Tonkawa , La Indiana,12 , 11,54,2305
Finals,2018-02-18,Postage Stamp Farm , Colorado,10 , 13,54,2306
Finals,2018-02-18,Valiente , SD Farms,13 , 6,54,2307
Finals,2018-02-18,GSA , Pilot,10 , 9,54,2308
Finals,2018-02-21,Valiente , Tonkawa,13 , 8,54,2309
Finals,2018-02-21,GSA , Colorado,9 , 8,54,2310
Finals,2018-02-22,Prestige Worldwide , Travieso,6 , 9,54,2311
Finals,2018-02-22, Travieso, Travieso,6 , 9,54,2312
Finals,2018-02-22,Audi , Coca Cola,12 , 9,54,2313
Finals,2018-02-25,Audi , Travieso,14 , 9,54,2314
Finals,2018-02-25,Valiente , GSA,8 , 6,54,2315
Qualification Joe Barry Cup,2018-01-06,Modere , Colorado,7 , 6,55,2316
Qualification Joe Barry Cup,2018-01-07,Coca Cola , La Indiana,7 , 10,55,2317
Qualification Joe Barry Cup,2018-01-07,Travieso , Pilot,13 , 11,55,2318
Qualification Joe Barry Cup,2018-01-08,Grand Champions , SD Farms,11 , 7,55,2319
Qualification Joe Barry Cup,2018-01-11,Grand Champions , Tonkawa,8 , 9,55,2320
Qualification Joe Barry Cup,2018-01-14,Travieso , SD Farms,12 , 6,55,2321
Qualification Joe Barry Cup,2018-01-14,Coca Cola , Tonkawa,9 , 13,55,2322
Qualification Joe Barry Cup,2018-01-14,Grand Champions , La Indiana,8 , 9,55,2323
Qualification Joe Barry Cup,2018-01-15,Modere , Postage Stamp Farm,13 , 12,55,2324
Qualification Joe Barry Cup,2018-01-15,Colorado , Goose Creek,12 , 10,55,2325
Qualification Joe Barry Cup,2018-01-17,Coca Cola , Pilot,7 , 6,55,2326
Qualification Joe Barry Cup,2018-01-17,Travieso , La Indiana,12 , 13,55,2327
Qualification Joe Barry Cup,2018-01-18,Goose Creek , Postage Stamp Farm,12 , 7,55,2328
Qualification Joe Barry Cup,2018-01-21,Postage Stamp Farm , Colorado,13 , 11,55,2329
Qualification Joe Barry Cup,2018-01-21,Travieso , Tonkawa,12 , 13,55,2330
Qualification Joe Barry Cup,2018-01-21,Grand Champions , Pilot,12 , 15,55,2331
Qualification Joe Barry Cup,2018-01-21,Modere , Goose Creek,12 , 11,55,2332
Qualification Joe Barry Cup,2018-01-21,Coca Cola , SD Farms,11 , 6,55,2333
Qualification Joe Barry Cup,2018-01-24,Modere , Coca Cola,10 , 6,55,2334
Qualification Joe Barry Cup,2018-01-24,Tonkawa , La Indiana,17 , 9,55,2335
Qualification Joe Barry Cup,2018-01-25,Postage Stamp Farm , Pilot,10 , 12,55,2336
Qualification Joe Barry Cup,2018-01-25,Travieso , Goose Creek,11 , 14,55,2337
Qualification Joe Barry Cup,2018-01-28,Pilot , Goose Creek,12 , 9,55,2338
Qualification Joe Barry Cup,2018-01-28,Modere , Tonkawa,9 , 12,55,2339
Semifinals Joe Barry Cup,2018-01-06,Modere , Colorado,7 , 6,55,2340
Semifinals Joe Barry Cup,2018-01-07,Coca Cola , La Indiana,7 , 10,55,2341
Semifinals Joe Barry Cup,2018-01-07,Travieso , Pilot,13 , 11,55,2342
Semifinals Joe Barry Cup,2018-01-08,Grand Champions , SD Farms,11 , 7,55,2343
Semifinals Joe Barry Cup,2018-01-11,Grand Champions , Tonkawa,8 , 9,55,2344
Semifinals Joe Barry Cup,2018-01-14,Travieso , SD Farms,12 , 6,55,2345
Semifinals Joe Barry Cup,2018-01-14,Coca Cola , Tonkawa,9 , 13,55,2346
Semifinals Joe Barry Cup,2018-01-14,Grand Champions , La Indiana,8 , 9,55,2347
Semifinals Joe Barry Cup,2018-01-15,Modere , Postage Stamp Farm,13 , 12,55,2348
Semifinals Joe Barry Cup,2018-01-15,Colorado , Goose Creek,12 , 10,55,2349
Semifinals Joe Barry Cup,2018-01-17,Coca Cola , Pilot,7 , 6,55,2350
Semifinals Joe Barry Cup,2018-01-17,Travieso , La Indiana,12 , 13,55,2351
Semifinals Joe Barry Cup,2018-01-18,Goose Creek , Postage Stamp Farm,12 , 7,55,2352
Semifinals Joe Barry Cup,2018-01-21,Postage Stamp Farm , Colorado,13 , 11,55,2353
Semifinals Joe Barry Cup,2018-01-21,Travieso , Tonkawa,12 , 13,55,2354
Semifinals Joe Barry Cup,2018-01-21,Grand Champions , Pilot,12 , 15,55,2355
Semifinals Joe Barry Cup,2018-01-21,Modere , Goose Creek,12 , 11,55,2356
Semifinals Joe Barry Cup,2018-01-21,Coca Cola , SD Farms,11 , 6,55,2357
Semifinals Joe Barry Cup,2018-01-24,Modere , Coca Cola,10 , 6,55,2358
Semifinals Joe Barry Cup,2018-01-24,Tonkawa , La Indiana,17 , 9,55,2359
Semifinals Joe Barry Cup,2018-01-25,Postage Stamp Farm , Pilot,10 , 12,55,2360
Semifinals Joe Barry Cup,2018-01-25,Travieso , Goose Creek,11 , 14,55,2361
Semifinals Joe Barry Cup,2018-01-28,Pilot , Goose Creek,12 , 9,55,2362
Semifinals Joe Barry Cup,2018-01-28,Modere , Tonkawa,9 , 12,55,2363
Finals Joe Barry Cup,2018-01-06,Modere , Colorado,7 , 6,55,2364
Finals Joe Barry Cup,2018-01-07,Coca Cola , La Indiana,7 , 10,55,2365
Finals Joe Barry Cup,2018-01-07,Travieso , Pilot,13 , 11,55,2366
Finals Joe Barry Cup,2018-01-08,Grand Champions , SD Farms,11 , 7,55,2367
Finals Joe Barry Cup,2018-01-11,Grand Champions , Tonkawa,8 , 9,55,2368
Finals Joe Barry Cup,2018-01-14,Travieso , SD Farms,12 , 6,55,2369
Finals Joe Barry Cup,2018-01-14,Coca Cola , Tonkawa,9 , 13,55,2370
